img_path,x,y,class,depth
training/204421859195625800_1080_000_1100_000-0-0.png,1872,552,0,33.7
training/204421859195625800_1080_000_1100_000-0-0.png,1872,544,0,33.9
training/204421859195625800_1080_000_1100_000-0-0.png,1872,536,0,34.1
training/204421859195625800_1080_000_1100_000-0-0.png,1912,760,0,16.4
training/204421859195625800_1080_000_1100_000-0-0.png,1912,752,0,16.5
training/204421859195625800_1080_000_1100_000-0-0.png,1872,584,0,33.1
training/204421859195625800_1080_000_1100_000-0-0.png,1864,576,0,33.1
training/204421859195625800_1080_000_1100_000-0-0.png,1872,568,0,33.1
training/204421859195625800_1080_000_1100_000-0-0.png,1872,560,0,33.3
training/204421859195625800_1080_000_1100_000-0-0.png,1864,552,0,33.9
training/204421859195625800_1080_000_1100_000-0-0.png,1864,544,0,34.1
training/204421859195625800_1080_000_1100_000-0-0.png,1872,536,0,34.2
training/204421859195625800_1080_000_1100_000-0-0.png,1864,528,0,34.6
training/204421859195625800_1080_000_1100_000-0-0.png,1864,520,0,34.9
training/204421859195625800_1080_000_1100_000-0-0.png,1912,904,0,15.0
training/204421859195625800_1080_000_1100_000-0-0.png,1912,816,0,15.1
training/204421859195625800_1080_000_1100_000-0-0.png,1912,800,0,15.4
training/204421859195625800_1080_000_1100_000-0-0.png,1912,776,0,15.8
training/204421859195625800_1080_000_1100_000-0-0.png,1864,584,0,33.2
training/204421859195625800_1080_000_1100_000-0-0.png,1864,576,0,33.2
training/204421859195625800_1080_000_1100_000-0-0.png,1864,568,0,33.3
training/204421859195625800_1080_000_1100_000-0-0.png,1864,560,0,33.5
training/204421859195625800_1080_000_1100_000-0-0.png,1864,552,0,33.7
training/204421859195625800_1080_000_1100_000-0-0.png,1864,552,0,34.1
training/204421859195625800_1080_000_1100_000-0-0.png,1864,544,0,34.3
training/204421859195625800_1080_000_1100_000-0-0.png,1864,536,0,34.5
training/204421859195625800_1080_000_1100_000-0-0.png,1864,528,0,34.9
training/204421859195625800_1080_000_1100_000-0-0.png,1864,520,0,35.1
training/204421859195625800_1080_000_1100_000-0-0.png,1912,824,0,15.1
training/204421859195625800_1080_000_1100_000-0-0.png,1912,816,0,15.1
training/204421859195625800_1080_000_1100_000-0-0.png,1912,760,0,16.3
training/204421859195625800_1080_000_1100_000-0-0.png,1912,752,0,16.4
training/204421859195625800_1080_000_1100_000-0-0.png,1856,552,0,34.1
training/204421859195625800_1080_000_1100_000-0-0.png,1856,552,0,34.3
training/204421859195625800_1080_000_1100_000-0-0.png,1856,544,0,34.5
training/204421859195625800_1080_000_1100_000-0-0.png,1856,536,0,34.6
training/204421859195625800_1080_000_1100_000-0-0.png,1856,528,0,35.1
training/204421859195625800_1080_000_1100_000-0-0.png,1856,520,0,35.3
training/204421859195625800_1080_000_1100_000-0-0.png,1912,824,0,15.1
training/204421859195625800_1080_000_1100_000-0-0.png,1904,816,0,15.1
training/204421859195625800_1080_000_1100_000-0-0.png,1912,800,0,15.4
training/204421859195625800_1080_000_1100_000-0-0.png,1904,760,0,16.2
training/204421859195625800_1080_000_1100_000-0-0.png,1904,752,0,16.3
training/204421859195625800_1080_000_1100_000-0-0.png,1856,584,0,33.4
training/204421859195625800_1080_000_1100_000-0-0.png,1856,576,0,33.4
training/204421859195625800_1080_000_1100_000-0-0.png,1856,568,0,33.5
training/204421859195625800_1080_000_1100_000-0-0.png,1856,560,0,33.6
training/204421859195625800_1080_000_1100_000-0-0.png,1848,528,0,35.3
training/204421859195625800_1080_000_1100_000-0-0.png,1848,520,0,35.5
training/204421859195625800_1080_000_1100_000-0-0.png,1912,888,0,14.9
training/204421859195625800_1080_000_1100_000-0-0.png,1904,800,0,15.3
training/204421859195625800_1080_000_1100_000-0-0.png,1904,776,0,15.9
training/204421859195625800_1080_000_1100_000-0-0.png,1904,760,0,16.2
training/204421859195625800_1080_000_1100_000-0-0.png,1896,752,0,16.3
training/204421859195625800_1080_000_1100_000-0-0.png,1856,584,0,33.5
training/204421859195625800_1080_000_1100_000-0-0.png,1848,576,0,33.6
training/204421859195625800_1080_000_1100_000-0-0.png,1856,568,0,33.7
training/204421859195625800_1080_000_1100_000-0-0.png,1856,560,0,33.9
training/204421859195625800_1080_000_1100_000-0-0.png,1848,552,0,34.3
training/204421859195625800_1080_000_1100_000-0-0.png,1848,552,0,34.6
training/204421859195625800_1080_000_1100_000-0-0.png,1848,544,0,34.7
training/204421859195625800_1080_000_1100_000-0-0.png,1856,536,0,34.9
training/204421859195625800_1080_000_1100_000-0-0.png,1904,824,0,15.0
training/204421859195625800_1080_000_1100_000-0-0.png,1904,816,0,15.1
training/204421859195625800_1080_000_1100_000-0-0.png,1896,744,0,16.8
training/204421859195625800_1080_000_1100_000-0-0.png,1848,576,0,33.8
training/204421859195625800_1080_000_1100_000-0-0.png,1848,568,0,33.9
training/204421859195625800_1080_000_1100_000-0-0.png,1848,560,0,34.0
training/204421859195625800_1080_000_1100_000-0-0.png,1840,552,0,34.4
training/204421859195625800_1080_000_1100_000-0-0.png,1840,552,0,34.7
training/204421859195625800_1080_000_1100_000-0-0.png,1848,544,0,34.9
training/204421859195625800_1080_000_1100_000-0-0.png,1848,536,0,35.1
training/204421859195625800_1080_000_1100_000-0-0.png,1848,528,0,35.5
training/204421859195625800_1080_000_1100_000-0-0.png,1848,520,0,35.7
training/204421859195625800_1080_000_1100_000-0-0.png,1896,824,0,15.0
training/204421859195625800_1080_000_1100_000-0-0.png,1896,816,0,15.1
training/204421859195625800_1080_000_1100_000-0-0.png,1896,800,0,15.3
training/204421859195625800_1080_000_1100_000-0-0.png,1896,760,0,16.2
training/204421859195625800_1080_000_1100_000-0-0.png,1896,752,0,16.2
training/204421859195625800_1080_000_1100_000-0-0.png,1888,744,0,16.7
training/204421859195625800_1080_000_1100_000-0-0.png,1840,576,0,34.0
training/204421859195625800_1080_000_1100_000-0-0.png,1840,568,0,34.0
training/204421859195625800_1080_000_1100_000-0-0.png,1840,560,0,34.2
training/204421859195625800_1080_000_1100_000-0-0.png,1840,552,0,34.6
training/204421859195625800_1080_000_1100_000-0-0.png,1840,552,0,35.0
training/204421859195625800_1080_000_1100_000-0-0.png,1840,544,0,35.1
training/204421859195625800_1080_000_1100_000-0-0.png,1840,536,0,35.3
training/204421859195625800_1080_000_1100_000-0-0.png,1840,528,0,35.7
training/204421859195625800_1080_000_1100_000-0-0.png,1840,520,0,36.0
training/204421859195625800_1080_000_1100_000-0-0.png,1888,824,0,15.0
training/204421859195625800_1080_000_1100_000-0-0.png,1888,816,0,15.1
training/204421859195625800_1080_000_1100_000-0-0.png,1888,752,0,16.2
training/204421859195625800_1080_000_1100_000-0-0.png,1832,552,0,35.0
training/204421859195625800_1080_000_1100_000-0-0.png,1832,544,0,35.3
training/204421859195625800_1080_000_1100_000-0-0.png,1840,536,0,35.5
training/204421859195625800_1080_000_1100_000-0-0.png,1832,528,0,35.9
training/204421859195625800_1080_000_1100_000-0-0.png,1832,520,0,36.1
training/204421859195625800_1080_000_1100_000-0-0.png,1888,840,0,15.0
training/204421859195625800_1080_000_1100_000-0-0.png,1888,800,0,15.3
training/204421859195625800_1080_000_1100_000-0-0.png,1880,752,0,16.1
training/204421859195625800_1080_000_1100_000-0-0.png,1832,576,0,34.2
training/204421859195625800_1080_000_1100_000-0-0.png,1832,568,0,34.2
training/204421859195625800_1080_000_1100_000-0-0.png,1832,560,0,34.4
training/204421859195625800_1080_000_1100_000-0-0.png,1832,552,0,34.9
training/204421859195625800_1080_000_1100_000-0-0.png,1832,520,0,36.3
training/204421859195625800_1080_000_1100_000-0-0.png,1888,888,0,14.9
training/204421859195625800_1080_000_1100_000-0-0.png,1888,856,0,15.0
training/204421859195625800_1080_000_1100_000-0-0.png,1888,824,0,15.0
training/204421859195625800_1080_000_1100_000-0-0.png,1880,800,0,15.3
training/204421859195625800_1080_000_1100_000-0-0.png,1872,752,0,16.2
training/204421859195625800_1080_000_1100_000-0-0.png,1832,584,0,34.3
training/204421859195625800_1080_000_1100_000-0-0.png,1832,576,0,34.3
training/204421859195625800_1080_000_1100_000-0-0.png,1832,568,0,34.4
training/204421859195625800_1080_000_1100_000-0-0.png,1832,560,0,34.6
training/204421859195625800_1080_000_1100_000-0-0.png,1824,552,0,35.3
training/204421859195625800_1080_000_1100_000-0-0.png,1832,544,0,35.5
training/204421859195625800_1080_000_1100_000-0-0.png,1832,536,0,35.7
training/204421859195625800_1080_000_1100_000-0-0.png,1832,528,0,36.1
training/204421859195625800_1080_000_1100_000-0-0.png,1880,824,0,15.0
training/204421859195625800_1080_000_1100_000-0-0.png,1888,816,0,15.1
training/204421859195625800_1080_000_1100_000-0-0.png,1872,736,0,16.7
training/204421859195625800_1080_000_1100_000-0-0.png,1824,584,0,34.5
training/204421859195625800_1080_000_1100_000-0-0.png,1824,576,0,34.6
training/204421859195625800_1080_000_1100_000-0-0.png,1824,568,0,34.6
training/204421859195625800_1080_000_1100_000-0-0.png,1824,560,0,34.8
training/204421859195625800_1080_000_1100_000-0-0.png,1824,552,0,35.1
training/204421859195625800_1080_000_1100_000-0-0.png,1824,552,0,35.5
training/204421859195625800_1080_000_1100_000-0-0.png,1824,544,0,35.7
training/204421859195625800_1080_000_1100_000-0-0.png,1824,536,0,35.9
training/204421859195625800_1080_000_1100_000-0-0.png,1824,528,0,36.3
training/204421859195625800_1080_000_1100_000-0-0.png,1824,520,0,36.6
training/204421859195625800_1080_000_1100_000-0-0.png,1872,856,0,15.0
training/204421859195625800_1080_000_1100_000-0-0.png,1880,840,0,15.0
training/204421859195625800_1080_000_1100_000-0-0.png,1872,824,0,15.0
training/204421859195625800_1080_000_1100_000-0-0.png,1872,816,0,15.0
training/204421859195625800_1080_000_1100_000-0-0.png,1872,752,0,16.1
training/204421859195625800_1080_000_1100_000-0-0.png,1816,568,0,34.8
training/204421859195625800_1080_000_1100_000-0-0.png,1816,560,0,35.0
training/204421859195625800_1080_000_1100_000-0-0.png,1816,552,0,35.5
training/204421859195625800_1080_000_1100_000-0-0.png,1816,552,0,35.6
training/204421859195625800_1080_000_1100_000-0-0.png,1816,544,0,35.9
training/204421859195625800_1080_000_1100_000-0-0.png,1816,536,0,36.2
training/204421859195625800_1080_000_1100_000-0-0.png,1816,528,0,36.6
training/204421859195625800_1080_000_1100_000-0-0.png,1816,520,0,36.9
training/204421859195625800_1080_000_1100_000-0-0.png,1872,856,0,15.0
training/204421859195625800_1080_000_1100_000-0-0.png,1872,840,0,15.0
training/204421859195625800_1080_000_1100_000-0-0.png,1872,824,0,15.0
training/204421859195625800_1080_000_1100_000-0-0.png,1872,816,0,15.0
training/204421859195625800_1080_000_1100_000-0-0.png,1872,800,0,15.3
training/204421859195625800_1080_000_1100_000-0-0.png,1864,752,0,16.1
training/204421859195625800_1080_000_1100_000-0-0.png,1816,592,0,37.7
training/204421859195625800_1080_000_1100_000-0-0.png,1816,576,0,34.7
training/204421859195625800_1080_000_1100_000-0-0.png,1808,544,0,36.2
training/204421859195625800_1080_000_1100_000-0-0.png,1816,536,0,36.3
training/204421859195625800_1080_000_1100_000-0-0.png,1808,528,0,36.7
training/204421859195625800_1080_000_1100_000-0-0.png,1816,520,0,37.0
training/204421859195625800_1080_000_1100_000-0-0.png,1864,800,0,15.3
training/204421859195625800_1080_000_1100_000-0-0.png,1856,752,0,16.1
training/204421859195625800_1080_000_1100_000-0-0.png,1864,736,0,16.3
training/204421859195625800_1080_000_1100_000-0-0.png,1816,584,0,34.8
training/204421859195625800_1080_000_1100_000-0-0.png,1808,576,0,34.9
training/204421859195625800_1080_000_1100_000-0-0.png,1816,568,0,35.1
training/204421859195625800_1080_000_1100_000-0-0.png,1816,560,0,35.2
training/204421859195625800_1080_000_1100_000-0-0.png,1808,552,0,35.7
training/204421859195625800_1080_000_1100_000-0-0.png,1808,552,0,35.9
training/204421859195625800_1080_000_1100_000-0-0.png,1864,824,0,15.0
training/204421859195625800_1080_000_1100_000-0-0.png,1864,808,0,15.0
training/204421859195625800_1080_000_1100_000-0-0.png,1856,736,0,16.4
training/204421859195625800_1080_000_1100_000-0-0.png,1808,584,0,35.0
training/204421859195625800_1080_000_1100_000-0-0.png,1808,576,0,35.1
training/204421859195625800_1080_000_1100_000-0-0.png,1808,568,0,35.2
training/204421859195625800_1080_000_1100_000-0-0.png,1808,560,0,35.4
training/204421859195625800_1080_000_1100_000-0-0.png,1808,552,0,35.9
training/204421859195625800_1080_000_1100_000-0-0.png,1800,552,0,36.2
training/204421859195625800_1080_000_1100_000-0-0.png,1808,544,0,36.4
training/204421859195625800_1080_000_1100_000-0-0.png,1808,536,0,36.6
training/204421859195625800_1080_000_1100_000-0-0.png,1808,528,0,37.0
training/204421859195625800_1080_000_1100_000-0-0.png,1808,520,0,37.2
training/204421859195625800_1080_000_1100_000-0-0.png,1856,824,0,15.0
training/204421859195625800_1080_000_1100_000-0-0.png,1856,808,0,15.0
training/204421859195625800_1080_000_1100_000-0-0.png,1856,752,0,16.1
training/204421859195625800_1080_000_1100_000-0-0.png,1800,576,0,35.4
training/204421859195625800_1080_000_1100_000-0-0.png,1800,568,0,35.4
training/204421859195625800_1080_000_1100_000-0-0.png,1800,560,0,35.7
training/204421859195625800_1080_000_1100_000-0-0.png,1800,552,0,36.1
training/204421859195625800_1080_000_1100_000-0-0.png,1800,544,0,36.5
training/204421859195625800_1080_000_1100_000-0-0.png,1800,536,0,36.8
training/204421859195625800_1080_000_1100_000-0-0.png,1800,528,0,37.3
training/204421859195625800_1080_000_1100_000-0-0.png,1800,520,0,37.5
training/204421859195625800_1080_000_1100_000-0-0.png,1848,808,0,15.0
training/204421859195625800_1080_000_1100_000-0-0.png,1856,800,0,15.2
training/204421859195625800_1080_000_1100_000-0-0.png,1848,752,0,16.1
training/204421859195625800_1080_000_1100_000-0-0.png,1800,560,0,35.8
training/204421859195625800_1080_000_1100_000-0-0.png,1792,552,0,36.3
training/204421859195625800_1080_000_1100_000-0-0.png,1800,552,0,36.4
training/204421859195625800_1080_000_1100_000-0-0.png,1792,544,0,36.8
training/204421859195625800_1080_000_1100_000-0-0.png,1800,536,0,37.0
training/204421859195625800_1080_000_1100_000-0-0.png,1792,528,0,37.4
training/204421859195625800_1080_000_1100_000-0-0.png,1792,520,0,37.7
training/204421859195625800_1080_000_1100_000-0-0.png,1848,808,0,15.0
training/204421859195625800_1080_000_1100_000-0-0.png,1840,752,0,16.1
training/204421859195625800_1080_000_1100_000-0-0.png,1792,576,0,35.5
training/204421859195625800_1080_000_1100_000-0-0.png,1800,568,0,35.6
training/204421859195625800_1080_000_1100_000-0-0.png,1792,536,0,37.2
training/204421859195625800_1080_000_1100_000-0-0.png,1792,528,0,37.7
training/204421859195625800_1080_000_1100_000-0-0.png,1792,520,0,38.1
training/204421859195625800_1080_000_1100_000-0-0.png,1848,800,0,15.2
training/204421859195625800_1080_000_1100_000-0-0.png,1840,752,0,16.0
training/204421859195625800_1080_000_1100_000-0-0.png,1792,576,0,35.7
training/204421859195625800_1080_000_1100_000-0-0.png,1792,568,0,35.8
training/204421859195625800_1080_000_1100_000-0-0.png,1792,560,0,36.1
training/204421859195625800_1080_000_1100_000-0-0.png,1784,552,0,36.5
training/204421859195625800_1080_000_1100_000-0-0.png,1792,552,0,36.9
training/204421859195625800_1080_000_1100_000-0-0.png,1792,544,0,37.1
training/204421859195625800_1080_000_1100_000-0-0.png,1784,520,0,38.7
training/204421859195625800_1080_000_1100_000-0-0.png,1840,824,0,14.9
training/204421859195625800_1080_000_1100_000-0-0.png,1832,736,0,16.5
training/204421859195625800_1080_000_1100_000-0-0.png,1832,728,0,16.8
training/204421859195625800_1080_000_1100_000-0-0.png,1784,584,0,35.9
training/204421859195625800_1080_000_1100_000-0-0.png,1784,576,0,36.0
training/204421859195625800_1080_000_1100_000-0-0.png,1784,568,0,36.1
training/204421859195625800_1080_000_1100_000-0-0.png,1784,560,0,36.4
training/204421859195625800_1080_000_1100_000-0-0.png,1784,560,0,36.8
training/204421859195625800_1080_000_1100_000-0-0.png,1784,552,0,37.0
training/204421859195625800_1080_000_1100_000-0-0.png,1784,544,0,37.2
training/204421859195625800_1080_000_1100_000-0-0.png,1784,536,0,37.5
training/204421859195625800_1080_000_1100_000-0-0.png,1784,528,0,38.2
training/204421859195625800_1080_000_1100_000-0-0.png,1832,824,0,14.9
training/204421859195625800_1080_000_1100_000-0-0.png,1840,808,0,15.0
training/204421859195625800_1080_000_1100_000-0-0.png,1840,800,0,15.2
training/204421859195625800_1080_000_1100_000-0-0.png,1832,752,0,16.1
training/204421859195625800_1080_000_1100_000-0-0.png,1824,736,0,16.4
training/204421859195625800_1080_000_1100_000-0-0.png,1784,584,0,36.1
training/204421859195625800_1080_000_1100_000-0-0.png,1776,576,0,36.2
training/204421859195625800_1080_000_1100_000-0-0.png,1776,568,0,36.3
training/204421859195625800_1080_000_1100_000-0-0.png,1776,560,0,36.6
training/204421859195625800_1080_000_1100_000-0-0.png,1776,560,0,37.1
training/204421859195625800_1080_000_1100_000-0-0.png,1776,552,0,37.3
training/204421859195625800_1080_000_1100_000-0-0.png,1776,544,0,37.5
training/204421859195625800_1080_000_1100_000-0-0.png,1784,536,0,37.7
training/204421859195625800_1080_000_1100_000-0-0.png,1776,528,0,38.6
training/204421859195625800_1080_000_1100_000-0-0.png,1776,528,0,38.9
training/204421859195625800_1080_000_1100_000-0-0.png,1888,1040,0,9.6
training/204421859195625800_1080_000_1100_000-0-0.png,1832,824,0,15.0
training/204421859195625800_1080_000_1100_000-0-0.png,1832,808,0,15.1
training/204421859195625800_1080_000_1100_000-0-0.png,1824,776,0,15.9
training/204421859195625800_1080_000_1100_000-0-0.png,1824,752,0,16.1
training/204421859195625800_1080_000_1100_000-0-0.png,1768,560,0,37.2
training/204421859195625800_1080_000_1100_000-0-0.png,1768,552,0,37.5
training/204421859195625800_1080_000_1100_000-0-0.png,1776,544,0,37.8
training/204421859195625800_1080_000_1100_000-0-0.png,1776,536,0,38.6
training/204421859195625800_1080_000_1100_000-0-0.png,1776,528,0,38.6
training/204421859195625800_1080_000_1100_000-0-0.png,1776,528,0,38.8
training/204421859195625800_1080_000_1100_000-0-0.png,1880,984,0,9.7
training/204421859195625800_1080_000_1100_000-0-0.png,1824,824,0,15.0
training/204421859195625800_1080_000_1100_000-0-0.png,1824,808,0,15.1
training/204421859195625800_1080_000_1100_000-0-0.png,1832,800,0,15.2
training/204421859195625800_1080_000_1100_000-0-0.png,1816,776,0,15.8
training/204421859195625800_1080_000_1100_000-0-0.png,1816,752,0,16.0
training/204421859195625800_1080_000_1100_000-0-0.png,1824,736,0,16.4
training/204421859195625800_1080_000_1100_000-0-0.png,1776,584,0,36.2
training/204421859195625800_1080_000_1100_000-0-0.png,1776,576,0,36.3
training/204421859195625800_1080_000_1100_000-0-0.png,1776,568,0,36.5
training/204421859195625800_1080_000_1100_000-0-0.png,1776,560,0,36.8
training/204421859195625800_1080_000_1100_000-0-0.png,1768,528,0,38.7
training/204421859195625800_1080_000_1100_000-0-0.png,1880,1040,0,9.6
training/204421859195625800_1080_000_1100_000-0-0.png,1872,968,0,9.7
training/204421859195625800_1080_000_1100_000-0-0.png,1816,824,0,15.1
training/204421859195625800_1080_000_1100_000-0-0.png,1816,808,0,15.2
training/204421859195625800_1080_000_1100_000-0-0.png,1824,800,0,15.3
training/204421859195625800_1080_000_1100_000-0-0.png,1816,752,0,16.1
training/204421859195625800_1080_000_1100_000-0-0.png,1816,736,0,16.4
training/204421859195625800_1080_000_1100_000-0-0.png,1768,584,0,36.5
training/204421859195625800_1080_000_1100_000-0-0.png,1768,576,0,36.6
training/204421859195625800_1080_000_1100_000-0-0.png,1768,568,0,36.7
training/204421859195625800_1080_000_1100_000-0-0.png,1768,560,0,37.0
training/204421859195625800_1080_000_1100_000-0-0.png,1768,560,0,37.5
training/204421859195625800_1080_000_1100_000-0-0.png,1768,552,0,37.8
training/204421859195625800_1080_000_1100_000-0-0.png,1872,1064,0,9.6
training/204421859195625800_1080_000_1100_000-0-0.png,1872,1040,0,9.6
training/204421859195625800_1080_000_1100_000-0-0.png,1880,1024,0,9.6
training/204421859195625800_1080_000_1100_000-0-0.png,1880,1000,0,9.6
training/204421859195625800_1080_000_1100_000-0-0.png,1872,984,0,9.6
training/204421859195625800_1080_000_1100_000-0-0.png,1872,968,0,9.7
training/204421859195625800_1080_000_1100_000-0-0.png,1824,872,0,14.9
training/204421859195625800_1080_000_1100_000-0-0.png,1816,856,0,14.9
training/204421859195625800_1080_000_1100_000-0-0.png,1816,776,0,15.8
training/204421859195625800_1080_000_1100_000-0-0.png,1808,736,0,16.4
training/204421859195625800_1080_000_1100_000-0-0.png,1768,584,0,36.7
training/204421859195625800_1080_000_1100_000-0-0.png,1760,576,0,36.9
training/204421859195625800_1080_000_1100_000-0-0.png,1760,568,0,36.9
training/204421859195625800_1080_000_1100_000-0-0.png,1760,560,0,37.2
training/204421859195625800_1080_000_1100_000-0-0.png,1760,560,0,37.7
training/204421859195625800_1080_000_1100_000-0-0.png,1760,536,0,38.9
training/204421859195625800_1080_000_1100_000-0-0.png,1760,528,0,39.1
training/204421859195625800_1080_000_1100_000-0-0.png,1760,528,0,39.6
training/204421859195625800_1080_000_1100_000-0-0.png,1864,1056,0,9.5
training/204421859195625800_1080_000_1100_000-0-0.png,1872,1040,0,9.5
training/204421859195625800_1080_000_1100_000-0-0.png,1872,1024,0,9.6
training/204421859195625800_1080_000_1100_000-0-0.png,1872,1000,0,9.6
training/204421859195625800_1080_000_1100_000-0-0.png,1872,984,0,9.6
training/204421859195625800_1080_000_1100_000-0-0.png,1872,944,0,9.6
training/204421859195625800_1080_000_1100_000-0-0.png,1864,928,0,9.8
training/204421859195625800_1080_000_1100_000-0-0.png,1816,856,0,14.9
training/204421859195625800_1080_000_1100_000-0-0.png,1816,840,0,15.1
training/204421859195625800_1080_000_1100_000-0-0.png,1816,824,0,15.1
training/204421859195625800_1080_000_1100_000-0-0.png,1808,808,0,15.2
training/204421859195625800_1080_000_1100_000-0-0.png,1808,752,0,16.0
training/204421859195625800_1080_000_1100_000-0-0.png,1760,576,0,37.0
training/204421859195625800_1080_000_1100_000-0-0.png,1760,568,0,37.2
training/204421859195625800_1080_000_1100_000-0-0.png,1760,560,0,37.4
training/204421859195625800_1080_000_1100_000-0-0.png,1760,528,0,39.2
training/204421859195625800_1080_000_1100_000-0-0.png,1872,944,0,9.7
training/204421859195625800_1080_000_1100_000-0-0.png,1808,856,0,15.0
training/204421859195625800_1080_000_1100_000-0-0.png,1808,840,0,15.1
training/204421859195625800_1080_000_1100_000-0-0.png,1808,824,0,15.1
training/204421859195625800_1080_000_1100_000-0-0.png,1808,808,0,15.2
training/204421859195625800_1080_000_1100_000-0-0.png,1808,800,0,15.3
training/204421859195625800_1080_000_1100_000-0-0.png,1808,784,0,15.3
